order_id,order_date,ship_date,customer_name,customer_id,customer_segment,category,product_name,product_id,region,state,city,quantity,unit_price,discount,sales_amount,cost_price,profit,stock_left,auto_reorder,reorder_quantity,supplier_name,supplier_email,payment_mode,delivery
ORD1016,2023-02-04,2023-02-06,Lisa Bradshaw,CUST224,Consumer,Office Supplies,Notebook,PROD305,West,Illinois,Munozmouth,2,1254,10,2257.2000000000003,1963.1773177576779,294.0226822423224,21,No,0,Webb Group,beckjose@black.net,Net Banking,Pending
ORD1017,2025-07-04,2025-07-07,Elizabeth Jacobs,CUST828,Home Office,Furniture,Office Chair,PROD821,West,South Carolina,Lake Derekfurt,10,4486,15,38131.0,25984.90947388366,12146.090526116339,20,No,0,Donaldson-Edwards,emedina@melendez.com,Net Banking,Delivered
ORD1018,2025-07-04,2025-07-10,Christopher Horton,CUST205,Home Office,Electronics,Monitor,PROD731,East,Oklahoma,Bryanstad,3,4180,0,12540.0,8350.984722792078,4189.015277207922,13,No,0,"Cooper, Moss and Wilson",scott64@bowen.biz,Credit Card,Delivered
ORD1019,2023-11-10,2023-11-14,Emily Newman,CUST942,Home Office,Furniture,Office Chair,PROD260,West,Ohio,North Gabrielland,3,2670,10,7209.0,6410.50364142993,798.4963585700698,35,No,0,Rubio-Espinoza,bethjohnson@snyder.com,Credit Card,Pending
ORD1020,2025-01-18,2025-01-21,Jonathon Jones,CUST141,Consumer,Electronics,Keyboard,PROD699,East,Hawaii,Lake Brandon,9,2332,10,18889.2,14537.87089131325,4351.32910868675,3,Yes,24,Jennings LLC,schmittjenna@molina.com,Transfer,Cancelled
ORD1021,2024-04-16,2024-04-18,Jasmin Hernandez,CUST733,Corporate,Furniture,Bookshelf,PROD938,North,Iowa,Silvahaven,5,1267,10,5701.5,3734.2190610443463,1967.2809389556537,41,No,0,"Macdonald, Mccullough and Warren",lauren02@beard-williams.com,Cash,Returned
ORD1022,2025-09-08,2025-09-13,Valerie Weaver,CUST614,Consumer,Grocery,Rice Bag,PROD791,South,Arizona,Jasonside,10,1271,5,12074.5,9583.054550015364,2491.445449984636,24,No,0,"Obrien, Brennan and Benitez",millerjoseph@johnson-sheppard.com,Credit Card,Delivered
ORD1023,2024-03-09,2024-03-13,Pamela Hansen,CUST297,Corporate,Furniture,Study Table,PROD822,North,Oregon,North Vincentchester,10,4028,20,32224.0,28952.303102874597,3271.6968971254028,43,No,0,"Castillo, Sullivan and Erickson",jbrown@martin-martinez.com,Net Banking,Pending
ORD1024,2024-04-28,2024-05-02,Mrs. Holly Miller,CUST103,Corporate,Grocery,Juice Pack,PROD202,West,Michigan,Campbellfurt,3,2020,10,5454.0,3364.9328057009525,2089.0671942990475,7,Yes,21,Moore-Rubio,spotts@mendoza-larson.biz,Credit Card,Cancelled
ORD1025,2022-12-07,2022-12-11,Kristen Goodwin,CUST413,Home Office,Electronics,Monitor,PROD903,North,Wisconsin,Lake Oliviastad,5,661,0,3305.0,2804.113225123971,500.886774876029,21,No,0,"Ford, Shah and Collins",ibishop@madden-hughes.com,Transfer,Delivered
ORD1026,2025-10-23,2025-10-30,John Smith,CUST960,Consumer,Electronics,Mouse,PROD849,East,Louisiana,New Erin,1,4313,15,3666.0499999999997,2388.5435412566117,1277.506458743388,0,Yes,46,"Olson, Moore and Perkins",wstafford@webb-wong.com,Net Banking,Cancelled
ORD1027,2024-04-04,2024-04-10,Tracy Bell,CUST615,Home Office,Office Supplies,Notebook,PROD441,South,Indiana,North Oliviamouth,9,592,20,4262.400000000001,3429.428009117056,832.9719908829447,26,No,0,Anderson LLC,carmenvalencia@silva.com,Cash,Delivered
ORD1028,2023-06-01,2023-06-07,Linda Farley,CUST203,Consumer,Furniture,Bookshelf,PROD682,West,Virginia,East Reginaldstad,6,1643,15,8379.3,7159.047383663326,1220.2526163366729,16,No,0,Landry-Williams,watsonjulia@jenkins.biz,Cash,Returned
ORD1029,2023-02-02,2023-02-03,Richard Gomez,CUST744,Home Office,Electronics,Mouse,PROD620,North,Michigan,Kimborough,2,1914,15,3253.7999999999997,2477.0003930598764,776.7996069401233,34,No,0,Chavez PLC,orussell@keller.org,Cash,Returned
ORD1030,2025-03-30,2025-04-01,Misty Wells,CUST885,Consumer,Office Supplies,Stapler,PROD820,East,Idaho,East Billyland,8,3087,5,23461.199999999997,18203.98342700126,5257.2165729987355,3,Yes,38,"Bass, Larsen and Gill",chaneyangela@sullivan.com,Transfer,Returned
ORD1031,2025-07-10,2025-07-11,Angela Gates,CUST494,Home Office,Electronics,Keyboard,PROD540,West,Utah,Robertbury,1,178,0,178.0,113.1969175549727,64.8030824450273,1,Yes,27,"Hawkins, Garcia and Brewer",cynthia25@brandt-walters.com,Credit Card,Pending
ORD1032,2025-09-16,2025-09-18,William Thompson,CUST496,Corporate,Electronics,Laptop,PROD188,West,North Dakota,Ashleystad,5,110,20,440.0,340.0984696031666,99.90153039683338,16,No,0,"Contreras, Diaz and Martin",salinaskathy@bailey-russell.com,Net Banking,Delivered
ORD1033,2025-05-16,2025-05-22,Derrick Molina,CUST972,Home Office,Electronics,Monitor,PROD837,North,Delaware,Lisachester,8,4608,0,36864.0,22480.292741911042,14383.707258088958,5,Yes,42,Robinson-Weaver,gsmith@dennis.org,Credit Card,Returned
ORD1034,2025-02-04,2025-02-07,Jessica Rogers,CUST143,Home Office,Office Supplies,File Folder,PROD910,South,Minnesota,Walkerton,7,2969,10,18704.7,13355.365056324197,5349.3349436758035,9,Yes,36,"Williams, Santos and Anderson",brendagutierrez@patterson.org,Credit Card,Delivered
ORD1035,2023-08-27,2023-08-29,Matthew Mitchell,CUST331,Consumer,Electronics,Mouse,PROD489,North,Montana,Lake Patrickborough,10,1797,5,17071.5,12274.209462510713,4797.290537489287,3,Yes,41,Smith Group,kempcarmen@bell.biz,Cash,Returned
ORD1036,2025-06-12,2025-06-16,James Moran,CUST748,Consumer,Furniture,Dining Table,PROD320,East,Missouri,Brittanyview,6,4103,10,22156.2,17818.566832810433,4337.633167189568,11,No,0,"White, Moore and Stewart",xfitzgerald@price-smith.com,Credit Card,Cancelled
ORD1037,2023-07-28,2023-08-02,Renee Franco,CUST375,Consumer,Furniture,Dining Table,PROD327,East,Rhode Island,Ashleyburgh,4,424,10,1526.4,1242.3038290557424,284.09617094425766,47,No,0,Munoz Group,christiandennis@thornton.com,Net Banking,Pending
ORD1038,2023-07-31,2023-08-02,Eric Garcia,CUST182,Corporate,Electronics,Laptop,PROD489,South,Idaho,Christopherfort,6,1810,5,10317.0,7291.292423538272,3025.7075764617284,46,No,0,"Mills, Mosley and Nelson",santanawhitney@whitaker.com,Cash,Returned
ORD1039,2025-01-31,2025-02-02,Timothy Moore,CUST168,Consumer,Grocery,Cooking Oil,PROD317,East,Indiana,Morganville,2,503,15,855.1,745.3717079372141,109.72829206278595,41,No,0,Bowman-Cooper,kennethmiller@hale.com,Cash,Pending
ORD1040,2024-05-25,2024-05-27,James Chen,CUST783,Consumer,Furniture,Dining Table,PROD702,South,Texas,Campbellshire,6,1736,5,9895.199999999999,6537.326201531495,3357.873798468504,12,No,0,Warren-Williams,bfoley@rivers.com,Credit Card,Cancelled
ORD1041,2023-05-25,2023-05-26,Angel Jones,CUST574,Home Office,Grocery,Cooking Oil,PROD588,North,New Hampshire,Lake Laceyfort,8,4492,10,32342.4,28969.991433647945,3372.4085663520564,49,No,0,Smith-Howard,amy63@miller-schaefer.com,Transfer,Cancelled
ORD1042,2023-10-26,2023-11-01,Donald Jones,CUST972,Corporate,Office Supplies,Stapler,PROD380,West,Montana,New Kaylafort,5,3975,15,16893.75,13547.04903671074,3346.7009632892605,31,No,0,Wolfe-Alexander,justinkelley@lang.com,Credit Card,Delivered
ORD1043,2023-02-18,2023-02-20,Maria Williams,CUST992,Home Office,Grocery,Sugar,PROD108,East,New Hampshire,West Denise,10,295,0,2950.0,2620.764691112687,329.23530888731284,26,No,0,Bryant-Crawford,turnerkimberly@sosa-taylor.com,Credit Card,Pending
ORD1044,2025-02-27,2025-03-03,Sophia Bell,CUST414,Consumer,Furniture,Office Chair,PROD486,West,Pennsylvania,Ericbury,3,3341,5,9521.85,6359.969259942906,3161.880740057094,27,No,0,"Johns, Gutierrez and Casey",belliott@chavez-ellis.com,Credit Card,Delivered
ORD1045,2025-04-05,2025-04-07,Shannon Robinson,CUST690,Consumer,Furniture,Study Table,PROD147,East,Utah,Tylerbury,7,3386,0,23702.0,20568.717292554793,3133.282707445207,7,Yes,25,Gardner-Mccormick,gonzalesjose@armstrong.net,Credit Card,Returned
ORD1046,2024-03-26,2024-04-02,Phyllis Frazier,CUST469,Home Office,Electronics,Monitor,PROD960,East,New Mexico,Lake Randall,10,4493,0,44930.0,40285.48190525808,4644.518094741921,9,Yes,33,"Hoffman, Stanley and Greene",pricejessica@esparza.com,Credit Card,Delivered
ORD1047,2023-09-02,2023-09-05,Michael Wilkerson,CUST949,Home Office,Grocery,Juice Pack,PROD419,South,Delaware,East Elizabeth,2,4569,0,9138.0,6902.90522116586,2235.09477883414,0,Yes,28,"Smith, Roberson and Perry",emily85@ferguson-burgess.biz,Transfer,Returned
ORD1048,2023-04-06,2023-04-12,Brenda Bullock,CUST916,Consumer,Office Supplies,Pen,PROD810,South,Wyoming,West Corey,3,3984,15,10159.199999999999,8917.233173961966,1241.966826038033,8,Yes,43,"Wright, Salazar and Allen",paynejennifer@rowe.org,Net Banking,Pending
ORD1049,2025-09-28,2025-09-29,Shawn Morris,CUST106,Corporate,Electronics,Laptop,PROD611,East,Michigan,Port Leah,8,2315,10,16668.0,12059.848943775934,4608.1510562240655,14,No,0,Weber-Dixon,montgomerykelli@gilmore.org,Net Banking,Returned
ORD1050,2023-10-31,2023-11-05,James Conrad,CUST821,Home Office,Electronics,Laptop,PROD776,West,Montana,Josephchester,3,137,5,390.45,275.1227328342219,115.3272671657781,43,No,0,Nixon PLC,bryantluis@taylor.com,Cash,Cancelled
ORD1051,2023-05-01,2023-05-05,Zachary Richard,CUST285,Consumer,Furniture,Office Chair,PROD560,North,Alabama,West Louisport,10,106,10,954.0,625.7871569111242,328.21284308887584,42,No,0,Gomez and Sons,ryanalvarez@murray.com,Cash,Cancelled
ORD1052,2024-02-03,2024-02-06,Ryan Kirk,CUST226,Consumer,Office Supplies,Stapler,PROD524,West,Virginia,Port Mandy,6,4387,5,25005.899999999998,20123.029345820665,4882.870654179333,40,No,0,Lynch-Patterson,donaldbowman@lane.biz,Transfer,Cancelled
ORD1053,2024-08-27,2024-09-01,John Salinas,CUST658,Corporate,Office Supplies,Pen,PROD694,East,Tennessee,Port Jennifer,6,1163,10,6280.2,3887.2651981262634,2392.9348018737364,39,No,0,Ferguson LLC,josephklein@smith.com,Transfer,Pending
ORD1054,2023-08-18,2023-08-24,Colin Terry,CUST346,Consumer,Office Supplies,Notebook,PROD493,West,Nevada,Caseyland,4,3638,15,12369.199999999999,9571.843989377332,2797.356010622667,48,No,0,"Lopez, Mendez and Martin",anndillon@dean.org,Net Banking,Pending
ORD1055,2024-06-22,2024-06-27,Michael Hernandez,CUST419,Consumer,Furniture,Dining Table,PROD891,North,Nevada,North Danielleburgh,9,816,15,6242.4,3979.3146026913437,2263.085397308656,6,Yes,23,Haney-Parker,leachbenjamin@reed.com,Cash,Pending
ORD1056,2023-01-10,2023-01-11,Robert Bailey,CUST348,Consumer,Furniture,Office Chair,PROD305,West,Pennsylvania,Chapmantown,9,4198,15,32114.7,24540.71662803107,7573.98337196893,36,No,0,"Sampson, Wang and Bennett",aanderson@walker-robinson.net,Cash,Returned
ORD1057,2024-12-15,2024-12-18,Robert Smith,CUST473,Corporate,Office Supplies,Pen,PROD942,North,Delaware,New Kimberly,9,3094,5,26453.699999999997,17960.75319327838,8492.946806721618,43,No,0,Joseph LLC,gary88@anthony-webb.com,Cash,Pending
ORD1058,2023-12-30,2024-01-05,Melissa Green,CUST833,Consumer,Electronics,Mouse,PROD922,South,Nebraska,Lake Eric,7,3528,5,23461.199999999997,20138.710032681764,3322.4899673182335,45,No,0,Wright Inc,mcarter@jimenez.info,Transfer,Delivered
ORD1059,2023-10-28,2023-10-29,Carl Williams,CUST111,Corporate,Grocery,Snacks,PROD378,South,Maryland,Kaylachester,6,2070,0,12420.0,8910.920881716409,3509.079118283591,22,No,0,Jimenez PLC,mleon@wagner.org,Credit Card,Delivered
ORD1060,2023-02-20,2023-02-23,Edgar Chambers,CUST317,Corporate,Grocery,Juice Pack,PROD140,North,Rhode Island,Billyview,10,3924,5,37278.0,25459.765122396904,11818.234877603096,18,No,0,Stephens-Mitchell,ebrown@adams.org,Transfer,Returned
ORD1061,2022-12-14,2022-12-21,Lauren Stark,CUST887,Corporate,Electronics,Mouse,PROD755,East,West Virginia,East Angelicabury,7,2832,15,16850.399999999998,13587.043007988532,3263.356992011466,29,No,0,Price Ltd,cthornton@howe.org,Transfer,Delivered
ORD1062,2025-09-03,2025-09-10,Aaron Richardson,CUST364,Home Office,Electronics,Monitor,PROD679,North,Hawaii,Port Erinport,4,904,15,3073.6,1939.3916197824003,1134.2083802175996,15,No,0,"Lam, Thompson and Sandoval",santanawayne@smith.com,Cash,Delivered
ORD1063,2025-03-03,2025-03-07,Randy Torres,CUST290,Corporate,Furniture,Dining Table,PROD254,North,Vermont,North Brittany,2,1404,0,2808.0,2280.5809343521178,527.4190656478822,11,No,0,Campbell-Hutchinson,tamara60@dunn-fletcher.biz,Credit Card,Cancelled
ORD1064,2025-05-19,2025-05-21,Colin Perry,CUST718,Home Office,Electronics,Keyboard,PROD521,North,Illinois,Lake Elizabeth,4,4073,20,13033.6,9982.67644937054,3050.923550629461,3,Yes,37,Ramirez-Salazar,valexander@montoya.org,Credit Card,Returned
ORD1065,2024-02-19,2024-02-23,Corey Mills,CUST202,Consumer,Electronics,Keyboard,PROD181,North,Georgia,Christiefort,4,4217,5,16024.599999999999,11606.07677362977,4418.523226370229,30,No,0,Brown Group,singhkathleen@kelley.biz,Transfer,Pending
ORD1066,2025-05-25,2025-05-28,John Carpenter,CUST936,Corporate,Furniture,Office Chair,PROD203,South,Minnesota,South Daryl,4,1068,15,3631.2,2264.2316419039107,1366.968358096089,16,No,0,"Cannon, Haley and Lewis",garrettlisa@russell-brown.com,Credit Card,Returned
ORD1067,2025-07-10,2025-07-15,Kelly Warner,CUST158,Corporate,Furniture,Dining Table,PROD383,North,Wisconsin,West Tracey,3,2744,15,6997.2,4272.220593284185,2724.9794067158145,42,No,0,"Johnson, Allison and Flowers",velasquezluis@alvarez.com,Net Banking,Cancelled
ORD1068,2024-07-01,2024-07-03,Derrick Cruz,CUST823,Corporate,Furniture,Dining Table,PROD313,East,Missouri,Port Nathaniel,8,3942,20,25228.800000000003,18305.78248800721,6923.017511992792,30,No,0,Bowman-Reyes,josephsmith@taylor.com,Credit Card,Delivered
ORD1069,2025-07-13,2025-07-18,Wendy Baker,CUST884,Corporate,Office Supplies,File Folder,PROD150,East,California,Lake Nicholas,10,1012,10,9108.0,5466.175897816937,3641.8241021830627,30,No,0,"Martin, Chambers and Tucker",lunajustin@sanders-duncan.com,Cash,Delivered
ORD1070,2022-12-27,2023-01-01,Erika White,CUST561,Consumer,Electronics,Mouse,PROD829,South,Georgia,Susanland,3,4691,20,11258.400000000001,8787.55219953593,2470.847800464071,15,No,0,Jones PLC,michael65@smith.com,Credit Card,Cancelled
ORD1071,2024-04-03,2024-04-04,Shannon Guerra,CUST575,Consumer,Electronics,Laptop,PROD809,North,Pennsylvania,New Jamesfurt,1,1593,20,1274.4,872.5459320460078,401.8540679539923,44,No,0,Doyle PLC,urubio@valdez.com,Credit Card,Returned
ORD1072,2023-09-02,2023-09-08,Teresa Perry,CUST642,Corporate,Office Supplies,File Folder,PROD525,East,Michigan,Garciastad,4,910,10,3276.0,2007.7407319723588,1268.2592680276412,9,Yes,39,Anderson Ltd,stephaniebeasley@moore-johnson.com,Transfer,Returned
ORD1073,2023-09-19,2023-09-21,Anthony Barnes,CUST894,Consumer,Office Supplies,Pen,PROD552,South,Hawaii,New Micheleview,8,4208,10,30297.600000000002,24525.632092768006,5771.967907231996,25,No,0,Burton Group,josephfisher@johnson.com,Transfer,Delivered
ORD1074,2024-09-19,2024-09-25,Johnathan Garcia,CUST361,Corporate,Electronics,Laptop,PROD788,South,Delaware,North Angelatown,2,1969,15,3347.2999999999997,2188.0578041600565,1159.2421958399432,28,No,0,"Nelson, Coleman and Lawson",browntiffany@howard.net,Net Banking,Returned
ORD1075,2023-03-16,2023-03-22,Karen Hicks,CUST611,Corporate,Electronics,Headphones,PROD539,North,Georgia,Barnettshire,4,4193,15,14256.199999999999,9471.22010845756,4784.979891542438,29,No,0,"Franklin, Ware and Mitchell",hernandezvirginia@cordova.com,Credit Card,Pending
ORD1076,2025-10-14,2025-10-18,Kathryn Moss,CUST716,Consumer,Office Supplies,Notebook,PROD385,West,Washington,Kingstad,9,1395,15,10671.75,9528.700637745182,1143.0493622548183,4,Yes,41,"Solis, Marquez and Edwards",lrojas@bender.com,Transfer,Delivered
ORD1077,2025-06-23,2025-06-28,Juan Chavez,CUST270,Corporate,Furniture,Sofa,PROD342,West,Texas,Feliciashire,7,2461,5,16365.65,12094.517162771068,4271.132837228932,32,No,0,"Shepard, Adams and Harris",steven57@carroll.biz,Credit Card,Pending
ORD1078,2024-11-05,2024-11-07,Megan Gray,CUST153,Home Office,Grocery,Sugar,PROD700,North,South Carolina,West Tommyfort,3,1573,20,3775.2000000000003,3289.0688377825627,486.1311622174376,37,No,0,"Moran, Buchanan and Garcia",kellyperez@barr.info,Cash,Returned
ORD1079,2025-05-17,2025-05-24,Debbie Alexander,CUST182,Home Office,Office Supplies,File Folder,PROD907,North,Ohio,New Michaelmouth,6,2825,0,16950.0,14723.349186767786,2226.650813232214,20,No,0,Blair-West,bvelasquez@cross.info,Cash,Delivered
ORD1080,2023-05-07,2023-05-09,Mr. Jason Reid,CUST795,Corporate,Office Supplies,Pen,PROD736,North,New York,East Richard,2,1215,5,2308.5,1896.0484080626916,412.4515919373084,10,No,0,Cabrera Ltd,martinjoseph@george-brown.com,Cash,Cancelled
ORD1081,2024-07-12,2024-07-13,Carolyn Ellis,CUST517,Consumer,Furniture,Dining Table,PROD532,East,Wyoming,Caitlinmouth,3,4946,0,14838.0,12864.422604142204,1973.5773958577956,45,No,0,Wang Ltd,erica58@berg.com,Transfer,Pending
ORD1082,2024-09-20,2024-09-27,Shane Olson,CUST263,Consumer,Office Supplies,Pen,PROD227,North,Florida,Dianeborough,4,778,0,3112.0,2121.0156282947687,990.9843717052313,25,No,0,Ballard Group,mramirez@villegas.net,Credit Card,Cancelled
ORD1083,2025-09-22,2025-09-25,Heather Walter,CUST534,Corporate,Electronics,Mouse,PROD272,North,Iowa,Johnsontown,1,1038,5,986.0999999999999,739.8937086124625,246.20629138753736,18,No,0,Flores-Neal,randystephens@terrell-bailey.com,Cash,Pending
ORD1084,2024-06-06,2024-06-11,John Robles,CUST935,Home Office,Electronics,Headphones,PROD821,North,Michigan,Port Drewberg,5,3927,10,17671.5,12816.377539241283,4855.122460758717,40,No,0,Wright-Stephens,trevorarcher@lopez-wang.com,Transfer,Cancelled
ORD1085,2025-04-14,2025-04-15,Dalton Clark,CUST155,Corporate,Grocery,Rice Bag,PROD486,South,Ohio,South Joshua,2,2945,0,5890.0,3843.3358472361538,2046.6641527638462,8,Yes,37,"Levine, Wagner and Ward",mcguiredonna@harper.info,Cash,Pending
ORD1086,2024-06-03,2024-06-07,Joshua Oliver,CUST623,Consumer,Grocery,Rice Bag,PROD466,East,New Hampshire,Shannonstad,6,1658,20,7958.400000000001,6250.606656916466,1707.7933430835346,1,Yes,47,Ruiz-Baker,bakermary@davis-powell.com,Cash,Delivered
ORD1087,2023-02-12,2023-02-13,Richard Baird,CUST746,Corporate,Grocery,Juice Pack,PROD325,West,New Hampshire,Alicialand,2,1139,15,1936.3,1500.652204477507,435.64779552249297,27,No,0,"Schroeder, Miles and Hill",yjenkins@alvarez.com,Cash,Pending
ORD1088,2023-10-18,2023-10-21,Michelle Ray,CUST406,Corporate,Office Supplies,Stapler,PROD702,South,Idaho,Davenportside,8,3887,0,31096.0,24856.793136775603,6239.206863224397,50,No,0,Allen-Coleman,walterselizabeth@martin.com,Net Banking,Cancelled
ORD1089,2023-06-28,2023-07-04,Paul Christensen,CUST206,Consumer,Furniture,Study Table,PROD863,East,Kentucky,North Sarahtown,9,4672,15,35740.799999999996,29503.02325637377,6237.776743626226,41,No,0,Fisher Group,wendycooke@johnson.com,Net Banking,Cancelled
ORD1090,2024-06-25,2024-06-28,Nicholas Perez,CUST939,Corporate,Electronics,Laptop,PROD291,West,Maine,New Rachelchester,2,1112,0,2224.0,1647.3518096882358,576.6481903117642,24,No,0,Cooper-Barker,hilltyler@ellis.com,Transfer,Pending
ORD1091,2024-01-12,2024-01-14,Allen Cervantes,CUST115,Home Office,Furniture,Sofa,PROD788,North,West Virginia,Derekburgh,9,1582,20,11390.400000000001,8630.98191862225,2759.418081377751,31,No,0,Shah-Wilson,tbutler@garcia.org,Credit Card,Cancelled
ORD1092,2023-01-03,2023-01-05,Maureen Smith,CUST550,Consumer,Office Supplies,Calculator,PROD109,West,Montana,New Andrewmouth,3,227,5,646.9499999999999,531.7720720829608,115.17792791703914,36,No,0,Ward-Aguirre,riveraluke@hernandez.com,Net Banking,Pending
ORD1093,2024-04-03,2024-04-08,John Rivera,CUST835,Home Office,Grocery,Cooking Oil,PROD612,South,Maine,Alexbury,7,4182,0,29274.0,24913.257858894372,4360.7421411056275,38,No,0,"Brooks, Lopez and Pratt",annaadams@crosby-leonard.com,Cash,Cancelled
ORD1094,2023-12-13,2023-12-16,Edward Dixon,CUST380,Home Office,Grocery,Snacks,PROD524,North,Alaska,Lake Gregoryborough,1,2051,5,1948.4499999999998,1597.9032422255914,350.54675777440843,40,No,0,"Gibson, Jackson and Lawson",ashleybennett@parker-cervantes.com,Credit Card,Delivered
ORD1095,2025-07-14,2025-07-15,Sarah Cervantes,CUST726,Corporate,Office Supplies,File Folder,PROD799,West,Arkansas,South Rachelshire,2,4143,5,7871.7,6447.70345323989,1423.9965467601096,38,No,0,Simpson PLC,williamsleslie@johnston.info,Credit Card,Cancelled
ORD1096,2024-05-30,2024-06-05,Jessica Hull,CUST772,Corporate,Electronics,Laptop,PROD695,East,North Carolina,North Michael,2,983,0,1966.0,1444.793967261962,521.206032738038,19,No,0,"Richards, Acosta and Johnson",ellisonsusan@adams-roberts.biz,Net Banking,Returned
ORD1097,2024-09-30,2024-10-01,Daniel Joseph,CUST780,Home Office,Furniture,Dining Table,PROD698,East,Kansas,Port Michael,10,4294,15,36499.0,25220.437375161295,11278.562624838705,15,No,0,Henry-Orr,eprice@gonzalez.org,Credit Card,Pending
ORD1098,2025-08-26,2025-09-01,Daniel Harvey,CUST676,Corporate,Grocery,Sugar,PROD867,West,Kentucky,North Ashleyhaven,6,2727,5,15543.9,9483.960713953371,6059.939286046629,33,No,0,Johnson LLC,darrencarpenter@klein.biz,Credit Card,Delivered
